506214,09,d
506215,09,d
506217,09,d
506218,09,d
506221,09,d
506222,09,c
506228,09,d
506229,09,d
506236,09,d
506237,09,c
506245,09,d
506247,09,d
506249,09,d
506250,09,d
506251,09,d
506253,09,d
506254,09,d
506255,09,d
506257,09,d
506258,09,d
506259,09,d
506261,09,c
506262,09,c
506263,09,d
506265,09,d
506266,09,d
506269,09,d
506270,09,d
506273,09,d
506274,09,d
506275,09,d
506276,09,c
506277,09,d
506278,09,d
506279,09,d
506280,09,d
506281,09,c
506282,09,d
506283,09,d
506284,09,d
506286,09,d
506287,09,d
506293,09,d
506294,09,d
506295,09,d
506297,09,d
506299,09,c
506300,09,d
506301,09,c
506302,09,d
506303,09,d
506304,09,d
506305,09,d
506306,09,d
506307,09,d
506309,09,d
506311,09,d
506312,09,d
506313,09,d
506314,09,d
506317,09,d
506319,09,d
506320,09,d
506322,09,d
506323,09,d
506329,09,c
506330,09,c
506332,09,d
506333,09,d
506334,09,d
506335,09,d
506336,09,d
506337,09,d
506339,09,c
506340,09,d
506341,09,d
506342,09,d
506343,09,d
506344,09,d
506349,09,c
506350,09,d
506351,09,d
506352,09,d
506353,09,d
506354,09,d
506355,09,d
506356,09,d
506357,09,c
506359,09,c
506360,09,c
506361,09,d
506364,09,d
506365,09,d
506366,09,c
506367,09,d
506369,09,c
506370,09,c
506371,09,c
506372,09,c
506373,09,d
506374,09,d
506379,09,c
506380,09,d
506382,09,c
506383,09,d
506384,09,d
506386,09,d
506387,09,c
506389,09,d
506391,09,d
506392,09,d
506394,09,c
506397,09,d
510586,38,d
511114,09,d
511265,09,d
511747,38,c
511761,54,d
511765,54,d
511852,38,d
512029,09,c
512048,09,c
512280,09,d
512709,26,c
512745,09,c
512795,26,c
512809,26,c
512823,26,c
516094,38,c
516102,09,d
516415,54,d
516576,09,d
516594,09,d
516603,38,c
517586,38,c
517712,26,d
517721,26,d
517747,26,d
517771,26,d
517795,26,d
517844,09,c
518004,26,c
518853,26,c
518899,26,c
519347,26,c
519946,09,c
519983,38,c
520021,26,c
520116,26,d
520213,26,c
520318,09,c
520416,26,d
520502,09,c
520608,26,c
520694,26,d
520698,26,d
520830,26,c
521300,38,c
522130,26,c
522174,09,c
522312,09,c
522339,38,c
522498,12,c
522618,38,c
522794,09,c
523013,09,c
523285,38,c
523541,09,c
523595,09,d
523691,38,d
523706,09,c
524385,09,c
524711,26,d
525424,26,c
525678,26,d
525797,09,c
526192,09,d
526194,09,d
526196,09,d
526197,09,d
526400,54,d
526404,54,d
526424,09,d
526476,09,d
526489,26,c
526498,09,d
526949,38,c
526951,38,c
526953,38,c
526972,09,c
527333,09,c
527374,09,c
528074,09,d
528430,09,d
528480,09,d
528804,26,c
528805,26,c
528843,26,c
528851,26,c
528866,26,c
528875,26,c
528877,26,c
529001,26,c
529017,26,c
529023,26,c
529027,26,c
529028,26,d
529045,26,c
529047,26,c
529068,26,c
529081,38,c
529085,26,c
529088,26,c
529091,26,c
529093,26,d
529506,09,c
529571,09,d
529575,09,d
530056,26,c
530113,09,d
530686,09,d
530756,26,c
531081,38,c
531294,38,d
531298,09,c
531444,09,c
532485,09,d
532858,26,c
533341,26,c
533609,38,d
533922,54,d
533987,09,d
534381,09,d
534541,38,c
534544,38,c
534548,38,c
534550,38,c
534641,09,c
534926,09,d
535072,54,c
535875,12,c
535943,09,d
536240,38,c
537030,09,d
537830,09,c
538405,38,d
538984,38,d
539672,09,c
539944,54,d
539975,09,d
539978,09,d
540051,09,c
540533,26,c
540845,09,c
540956,09,c
541278,09,c
541286,09,c
541290,09,c
542010,12,c
542537,26,c
542861,09,c
542977,12,c
543221,09,c
543691,09,c
543784,09,c
543924,38,d
544053,12,c
544204,09,c
544505,09,c
544511,09,c
544548,09,c
544549,09,c
544550,09,c
544551,12,c
544672,26,c
544925,26,c
545039,26,c
545290,09,d
545307,09,c
545325,09,d
545375,09,c
545631,26,c
545730,09,d
546080,09,c
546378,54,d
546759,09,c
546804,09,c
547015,09,c
547022,09,c
547046,09,c
547050,09,c
547066,09,c
547067,09,c
547068,09,c
547074,09,c
547075,26,c
547077,12,c
547078,09,c
547079,09,c
547080,09,c
547086,12,c
547092,09,c
547093,26,c
547095,12,c
547096,09,c
547097,09,c
547112,26,c
547146,09,c
547155,12,c
547156,12,c
547157,09,c
547370,26,c
547380,26,c
547406,09,c
547407,09,c
547484,09,c
547489,09,c
547492,12,c
547514,26,c
547736,09,c
547751,38,c
547941,09,c
548119,26,c
548234,26,c
548236,26,c
548640,09,c
549138,26,c
549611,09,c
549631,26,c
549639,26,c
549685,09,d
549880,09,c
549909,09,c
549911,38,c
549912,09,c
549920,38,c
549949,26,c
550233,26,d
550454,09,c
550897,09,d
551077,26,d
551081,26,d
551238,09,d
551244,26,d
551353,54,d
551507,09,d
551509,09,d
551515,09,d
552263,09,c
552488,09,c
552523,26,c
552526,26,c
553253,09,c
553448,09,c
553548,09,c
553579,26,c
553800,38,d
554173,38,d
554492,26,d
554625,26,c
554627,26,d
554628,26,d
554629,12,c
554764,09,c
554900,09,c
554948,37,c
554964,09,d
555326,38,c
555924,54,d
557551,09,d
557561,26,d
557602,09,d
557604,09,d
557874,26,d
557875,26,d
557905,09,d
557906,09,d
557907,09,d
557908,09,d
557909,09,d
557910,09,d
557920,09,d
557921,09,d
557922,09,d
557923,09,d
557924,09,d
557991,26,d
558306,38,c
558426,26,d
558784,26,c
559209,26,c
559471,37,d
588772,09,d
589617,09,d
600973,09,c
601999,09,d
603681,09,d
603778,09,c
604622,09,c
604644,09,c
606333,09,d
627318,09,d
627467,09,c
627535,09,d
627636,09,d
636318,09,d
636379,09,d
636937,54,d
637143,54,d
637480,54,d
639161,09,c
639388,09,d
639484,09,d
639559,09,d
643200,09,d
643201,09,d
643202,09,d
643203,09,d
643204,09,d
643205,09,d
643206,09,d
643207,09,d
643208,09,d
643209,09,d
643212,09,d
643260,09,d
643270,09,d
643280,09,d
643281,09,d
687283,09,c
854809,26,d
854816,26,d
854819,26,d
854823,26,c
854829,26,d
854840,26,c
854847,26,c
854848,26,c
854853,26,c
854854,26,c
854858,26,d
854859,26,d
854860,26,c
854863,26,d
854869,26,c
854873,26,d
854874,26,d
854881,26,c
854897,26,d
854899,26,c
881006,26,c
881027,26,c
881029,26,c
881052,26,c
881064,26,c
881462,26,c
882203,26,c
882204,26,c
882279,26,c
34,15,c
35,15,c
37,15,c
